Order2020	POAexemptCode	Description
81940	T83.090S	"Other mechanical complication of cystostomy catheter, sequela"
81943	T83.091D	"Other mechanical complication of indwelling urethral catheter, subsequent encounter"
81944	T83.091S	"Other mechanical complication of indwelling urethral catheter, sequela"
81947	T83.092D	"Other mechanical complication of nephrostomy catheter, subsequent encounter"
81948	T83.092S	"Other mechanical complication of nephrostomy catheter, sequela"
81951	T83.098D	"Other mechanical complication of other urinary catheter, subsequent encounter"
81952	T83.098S	"Other mechanical complication of other urinary catheter, sequela"
81957	T83.110D	"Breakdown (mechanical) of urinary electronic stimulator device, subsequent encounter"
81958	T83.110S	"Breakdown (mechanical) of urinary electronic stimulator device, sequela"
81961	T83.111D	"Breakdown (mechanical) of implanted urinary sphincter, subsequent encounter"
81962	T83.111S	"Breakdown (mechanical) of implanted urinary sphincter, sequela"
81965	T83.112D	"Breakdown (mechanical) of indwelling ureteral stent, subsequent encounter"
81966	T83.112S	"Breakdown (mechanical) of indwelling ureteral stent, sequela"
81973	T83.118D	"Breakdown (mechanical) of other urinary devices and implants, subsequent encounter"
81974	T83.118S	"Breakdown (mechanical) of other urinary devices and implants, sequela"
81978	T83.120D	"Displacement of urinary electronic stimulator device, subsequent encounter"
81979	T83.120S	"Displacement of urinary electronic stimulator device, sequela"
81982	T83.121D	"Displacement of implanted urinary sphincter, subsequent encounter"
81983	T83.121S	"Displacement of implanted urinary sphincter, sequela"
81986	T83.122D	"Displacement of indwelling ureteral stent, subsequent encounter"
81987	T83.122S	"Displacement of indwelling ureteral stent, sequela"
81994	T83.128D	"Displacement of other urinary devices and implants, subsequent encounter"
81995	T83.128S	"Displacement of other urinary devices and implants, sequela"
81999	T83.190D	"Other mechanical complication of urinary electronic stimulator device, subsequent encounter"
82000	T83.190S	"Other mechanical complication of urinary electronic stimulator device, sequela"
82003	T83.191D	"Other mechanical complication of implanted urinary sphincter, subsequent encounter"
82004	T83.191S	"Other mechanical complication of implanted urinary sphincter, sequela"
82007	T83.192D	"Other mechanical complication of indwelling ureteral stent, subsequent encounter"
82008	T83.192S	"Other mechanical complication of indwelling ureteral stent, sequela"
82011	T83.193D	"Other mechanical complication of other urinary stent, subsequent encounter"
82012	T83.193S	"Other mechanical complication of other urinary stent, sequela"
82015	T83.198D	"Other mechanical complication of other urinary devices and implants, subsequent encounter"
82016	T83.198S	"Other mechanical complication of other urinary devices and implants, sequela"
82020	T83.21XD	"Breakdown (mechanical) of graft of urinary organ, subsequent encounter"
82021	T83.21XS	"Breakdown (mechanical) of graft of urinary organ, sequela"
82024	T83.22XD	"Displacement of graft of urinary organ, subsequent encounter"
82025	T83.22XS	"Displacement of graft of urinary organ, sequela"
82028	T83.23XD	"Leakage of graft of urinary organ, subsequent encounter"
82029	T83.23XS	"Leakage of graft of urinary organ, sequela"
82032	T83.24XD	"Erosion of graft of urinary organ, subsequent encounter"
82033	T83.24XS	"Erosion of graft of urinary organ, sequela"
82036	T83.25XD	"Exposure of graft of urinary organ, subsequent encounter"
82037	T83.25XS	"Exposure of graft of urinary organ, sequela"
82040	T83.29XD	"Other mechanical complication of graft of urinary organ, subsequent encounter"
82041	T83.29XS	"Other mechanical complication of graft of urinary organ, sequela"
82045	T83.31XD	"Breakdown (mechanical) of intrauterine contraceptive device, subsequent encounter"
82046	T83.31XS	"Breakdown (mechanical) of intrauterine contraceptive device, sequela"
82049	T83.32XD	"Displacement of intrauterine contraceptive device, subsequent encounter"
82050	T83.32XS	"Displacement of intrauterine contraceptive device, sequela"
82053	T83.39XD	"Other mechanical complication of intrauterine contraceptive device, subsequent encounter"
82054	T83.39XS	"Other mechanical complication of intrauterine contraceptive device, sequela"
82059	T83.410D	"Breakdown (mechanical) of implanted penile prosthesis, subsequent encounter"
82060	T83.410S	"Breakdown (mechanical) of implanted penile prosthesis, sequela"
82063	T83.411D	"Breakdown (mechanical) of implanted testicular prosthesis, subsequent encounter"
82064	T83.411S	"Breakdown (mechanical) of implanted testicular prosthesis, sequela"
82067	T83.418D	"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract, subsequent encounter"
82068	T83.418S	"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract, sequela"
82072	T83.420D	"Displacement of implanted penile prosthesis, subsequent encounter"
82073	T83.420S	"Displacement of implanted penile prosthesis, sequela"
82076	T83.421D	"Displacement of implanted testicular prosthesis, subsequent encounter"
82077	T83.421S	"Displacement of implanted testicular prosthesis, sequela"
82080	T83.428D	"Displacement of other prosthetic devices, implants and grafts of genital tract, subsequent encounter"
82081	T83.428S	"Displacement of other prosthetic devices, implants and grafts of genital tract, sequela"
82085	T83.490D	"Other mechanical complication of implanted penile prosthesis, subsequent encounter"
82086	T83.490S	"Other mechanical complication of implanted penile prosthesis, sequela"
82089	T83.491D	"Other mechanical complication of implanted testicular prosthesis, subsequent encounter"
82090	T83.491S	"Other mechanical complication of implanted testicular prosthesis, sequela"
82093	T83.498D	"Other mechanical complication of other prosthetic devices, implants and grafts of genital tract, subsequent encounter"
82094	T83.498S	"Other mechanical complication of other prosthetic devices, implants and grafts of genital tract, sequela"
82099	T83.510D	"Infection and inflammatory reaction due to cystostomy catheter, subsequent encounter"
82100	T83.510S	"Infection and inflammatory reaction due to cystostomy catheter, sequela"
82103	T83.511D	"Infection and inflammatory reaction due to indwelling urethral catheter, subsequent encounter"
82104	T83.511S	"Infection and inflammatory reaction due to indwelling urethral catheter, sequela"
82107	T83.512D	"Infection and inflammatory reaction due to nephrostomy catheter, subsequent encounter"
82108	T83.512S	"Infection and inflammatory reaction due to nephrostomy catheter, sequela"
82111	T83.518D	"Infection and inflammatory reaction due to other urinary catheter, subsequent encounter"
82112	T83.518S	"Infection and inflammatory reaction due to other urinary catheter, sequela"
82116	T83.590D	"Infection and inflammatory reaction due to implanted urinary neurostimulation device, subsequent encounter"
82117	T83.590S	"Infection and inflammatory reaction due to implanted urinary neurostimulation device, sequela"
82120	T83.591D	"Infection and inflammatory reaction due to implanted urinary sphincter, subsequent encounter"
82121	T83.591S	"Infection and inflammatory reaction due to implanted urinary sphincter, sequela"
82124	T83.592D	"Infection and inflammatory reaction due to indwelling ureteral stent, subsequent encounter"
82125	T83.592S	"Infection and inflammatory reaction due to indwelling ureteral stent, sequela"
82128	T83.593D	"Infection and inflammatory reaction due to other urinary stents, subsequent encounter"
82129	T83.593S	"Infection and inflammatory reaction due to other urinary stents, sequela"
82132	T83.598D	"Infection and inflammatory reaction due to other prosthetic device, implant and graft in urinary system, subsequent encounter"
82133	T83.598S	"Infection and inflammatory reaction due to other prosthetic device, implant and graft in urinary system, sequela"
82137	T83.61XD	"Infection and inflammatory reaction due to implanted penile prosthesis, subsequent encounter"
82138	T83.61XS	"Infection and inflammatory reaction due to implanted penile prosthesis, sequela"
82141	T83.62XD	"Infection and inflammatory reaction due to implanted testicular prosthesis, subsequent encounter"
82142	T83.62XS	"Infection and inflammatory reaction due to implanted testicular prosthesis, sequela"
82145	T83.69XD	"Infection and inflammatory reaction due to other prosthetic device, implant and graft in genital tract, subsequent encounter"
82146	T83.69XS	"Infection and inflammatory reaction due to other prosthetic device, implant and graft in genital tract, sequela"
82151	T83.711D	"Erosion of implanted vaginal mesh to surrounding organ or tissue, subsequent encounter"
82152	T83.711S	"Erosion of implanted vaginal mesh to surrounding organ or tissue, sequela"
82155	T83.712D	"Erosion of implanted urethral mesh to surrounding organ or tissue, subsequent encounter"
82156	T83.712S	"Erosion of implanted urethral mesh to surrounding organ or tissue, sequela"
82159	T83.713D	"Erosion of implanted urethral bulking agent to surrounding organ or tissue, subsequent encounter"
82160	T83.713S	"Erosion of implanted urethral bulking agent to surrounding organ or tissue, sequela"
82163	T83.714D	"Erosion of implanted ureteral bulking agent to surrounding organ or tissue, subsequent encounter"
82164	T83.714S	"Erosion of implanted ureteral bulking agent to surrounding organ or tissue, sequela"
82167	T83.718D	"Erosion of other implanted mesh to organ or tissue, subsequent encounter"
82168	T83.718S	"Erosion of other implanted mesh to organ or tissue, sequela"
