Order2017	POAexemptCode	Description
91226	Y37.101D	"Military operations involving unspecified destruction of aircraft, civilian, subsequent encounter"
91227	Y37.101S	"Military operations involving unspecified destruction of aircraft, civilian, sequela"
91230	Y37.110A	"Military operations involving destruction of aircraft due to enemy fire or explosives, military personnel, initial encounter"
91231	Y37.110D	"Military operations involving destruction of aircraft due to enemy fire or explosives, military personnel, subsequent encounter"
91232	Y37.110S	"Military operations involving destruction of aircraft due to enemy fire or explosives, military personnel, sequela"
91234	Y37.111A	"Military operations involving destruction of aircraft due to enemy fire or explosives, civilian, initial encounter"
91235	Y37.111D	"Military operations involving destruction of aircraft due to enemy fire or explosives, civilian, subsequent encounter"
91236	Y37.111S	"Military operations involving destruction of aircraft due to enemy fire or explosives, civilian, sequela"
91239	Y37.120A	"Military operations involving destruction of aircraft due to collision with other aircraft, military personnel, initial encounter"
91240	Y37.120D	"Military operations involving destruction of aircraft due to collision with other aircraft, military personnel, subsequent encounter"
91241	Y37.120S	"Military operations involving destruction of aircraft due to collision with other aircraft, military personnel, sequela"
91243	Y37.121A	"Military operations involving destruction of aircraft due to collision with other aircraft, civilian, initial encounter"
91244	Y37.121D	"Military operations involving destruction of aircraft due to collision with other aircraft, civilian, subsequent encounter"
91245	Y37.121S	"Military operations involving destruction of aircraft due to collision with other aircraft, civilian, sequela"
91248	Y37.130A	"Military operations involving destruction of aircraft due to onboard fire, military personnel, initial encounter"
91249	Y37.130D	"Military operations involving destruction of aircraft due to onboard fire, military personnel, subsequent encounter"
91250	Y37.130S	"Military operations involving destruction of aircraft due to onboard fire, military personnel, sequela"
91252	Y37.131A	"Military operations involving destruction of aircraft due to onboard fire, civilian, initial encounter"
91253	Y37.131D	"Military operations involving destruction of aircraft due to onboard fire, civilian, subsequent encounter"
91254	Y37.131S	"Military operations involving destruction of aircraft due to onboard fire, civilian, sequela"
91257	Y37.140A	"Military operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, military personnel, initial encounter"
91258	Y37.140D	"Military operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, military personnel, subsequent encounter"
91259	Y37.140S	"Military operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, military personnel, sequela"
91261	Y37.141A	"Military operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, civilian, initial encounter"
91262	Y37.141D	"Military operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, civilian, subsequent encounter"
91263	Y37.141S	"Military operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, civilian, sequela"
91266	Y37.190A	"Military operations involving other destruction of aircraft, military personnel, initial encounter"
91267	Y37.190D	"Military operations involving other destruction of aircraft, military personnel, subsequent encounter"
91268	Y37.190S	"Military operations involving other destruction of aircraft, military personnel, sequela"
91270	Y37.191A	"Military operations involving other destruction of aircraft, civilian, initial encounter"
91271	Y37.191D	"Military operations involving other destruction of aircraft, civilian, subsequent encounter"
91272	Y37.191S	"Military operations involving other destruction of aircraft, civilian, sequela"
91276	Y37.200A	"Military operations involving unspecified explosion and fragments, military personnel, initial encounter"
91277	Y37.200D	"Military operations involving unspecified explosion and fragments, military personnel, subsequent encounter"
91278	Y37.200S	"Military operations involving unspecified explosion and fragments, military personnel, sequela"
91280	Y37.201A	"Military operations involving unspecified explosion and fragments, civilian, initial encounter"
91281	Y37.201D	"Military operations involving unspecified explosion and fragments, civilian, subsequent encounter"
91282	Y37.201S	"Military operations involving unspecified explosion and fragments, civilian, sequela"
91285	Y37.210A	"Military operations involving explosion of aerial bomb, military personnel, initial encounter"
91286	Y37.210D	"Military operations involving explosion of aerial bomb, military personnel, subsequent encounter"
91287	Y37.210S	"Military operations involving explosion of aerial bomb, military personnel, sequela"
91289	Y37.211A	"Military operations involving explosion of aerial bomb, civilian, initial encounter"
91290	Y37.211D	"Military operations involving explosion of aerial bomb, civilian, subsequent encounter"
91291	Y37.211S	"Military operations involving explosion of aerial bomb, civilian, sequela"
91294	Y37.220A	"Military operations involving explosion of guided missile, military personnel, initial encounter"
91295	Y37.220D	"Military operations involving explosion of guided missile, military personnel, subsequent encounter"
91296	Y37.220S	"Military operations involving explosion of guided missile, military personnel, sequela"
91298	Y37.221A	"Military operations involving explosion of guided missile, civilian, initial encounter"
91299	Y37.221D	"Military operations involving explosion of guided missile, civilian, subsequent encounter"
91300	Y37.221S	"Military operations involving explosion of guided missile, civilian, sequela"
91303	Y37.230A	"Military operations involving explosion of improvised explosive device [IED], military personnel, initial encounter"
91304	Y37.230D	"Military operations involving explosion of improvised explosive device [IED], military personnel, subsequent encounter"
91305	Y37.230S	"Military operations involving explosion of improvised explosive device [IED], military personnel, sequela"
91307	Y37.231A	"Military operations involving explosion of improvised explosive device [IED], civilian, initial encounter"
91308	Y37.231D	"Military operations involving explosion of improvised explosive device [IED], civilian, subsequent encounter"
91309	Y37.231S	"Military operations involving explosion of improvised explosive device [IED], civilian, sequela"
