Order	POAexemptCode	Description
80164	T85.310D	"Breakdown (mechanical) of prosthetic orbit of right eye, subsequent encounter"
80165	T85.310S	"Breakdown (mechanical) of prosthetic orbit of right eye, sequela"
80168	T85.311D	"Breakdown (mechanical) of prosthetic orbit of left eye, subsequent encounter"
80169	T85.311S	"Breakdown (mechanical) of prosthetic orbit of left eye, sequela"
80172	T85.318D	"Breakdown (mechanical) of other ocular prosthetic devices, implants and grafts, subsequent encounter"
80173	T85.318S	"Breakdown (mechanical) of other ocular prosthetic devices, implants and grafts, sequela"
80177	T85.320D	"Displacement of prosthetic orbit of right eye, subsequent encounter"
80178	T85.320S	"Displacement of prosthetic orbit of right eye, sequela"
80181	T85.321D	"Displacement of prosthetic orbit of left eye, subsequent encounter"
80182	T85.321S	"Displacement of prosthetic orbit of left eye, sequela"
80185	T85.328D	"Displacement of other ocular prosthetic devices, implants and grafts, subsequent encounter"
80186	T85.328S	"Displacement of other ocular prosthetic devices, implants and grafts, sequela"
80190	T85.390D	"Other mechanical complication of prosthetic orbit of right eye, subsequent encounter"
80191	T85.390S	"Other mechanical complication of prosthetic orbit of right eye, sequela"
80194	T85.391D	"Other mechanical complication of prosthetic orbit of left eye, subsequent encounter"
80195	T85.391S	"Other mechanical complication of prosthetic orbit of left eye, sequela"
80198	T85.398D	"Other mechanical complication of other ocular prosthetic devices, implants and grafts, subsequent encounter"
80199	T85.398S	"Other mechanical complication of other ocular prosthetic devices, implants and grafts, sequela"
80203	T85.41XD	"Breakdown (mechanical) of breast prosthesis and implant, subsequent encounter"
80204	T85.41XS	"Breakdown (mechanical) of breast prosthesis and implant, sequela"
80207	T85.42XD	"Displacement of breast prosthesis and implant, subsequent encounter"
80208	T85.42XS	"Displacement of breast prosthesis and implant, sequela"
80211	T85.43XD	"Leakage of breast prosthesis and implant, subsequent encounter"
80212	T85.43XS	"Leakage of breast prosthesis and implant, sequela"
80215	T85.44XD	"Capsular contracture of breast implant, subsequent encounter"
80216	T85.44XS	"Capsular contracture of breast implant, sequela"
80219	T85.49XD	"Other mechanical complication of breast prosthesis and implant, subsequent encounter"
80220	T85.49XS	"Other mechanical complication of breast prosthesis and implant, sequela"
80225	T85.510D	"Breakdown (mechanical) of bile duct prosthesis, subsequent encounter"
80226	T85.510S	"Breakdown (mechanical) of bile duct prosthesis, sequela"
80229	T85.511D	"Breakdown (mechanical) of esophageal anti-reflux device, subsequent encounter"
80230	T85.511S	"Breakdown (mechanical) of esophageal anti-reflux device, sequela"
80233	T85.518D	"Breakdown (mechanical) of other gastrointestinal prosthetic devices, implants and grafts, subsequent encounter"
80234	T85.518S	"Breakdown (mechanical) of other gastrointestinal prosthetic devices, implants and grafts, sequela"
80238	T85.520D	"Displacement of bile duct prosthesis, subsequent encounter"
80239	T85.520S	"Displacement of bile duct prosthesis, sequela"
80242	T85.521D	"Displacement of esophageal anti-reflux device, subsequent encounter"
80243	T85.521S	"Displacement of esophageal anti-reflux device, sequela"
80246	T85.528D	"Displacement of other gastrointestinal prosthetic devices, implants and grafts, subsequent encounter"
80247	T85.528S	"Displacement of other gastrointestinal prosthetic devices, implants and grafts, sequela"
80251	T85.590D	"Other mechanical complication of bile duct prosthesis, subsequent encounter"
80252	T85.590S	"Other mechanical complication of bile duct prosthesis, sequela"
80255	T85.591D	"Other mechanical complication of esophageal anti-reflux device, subsequent encounter"
80256	T85.591S	"Other mechanical complication of esophageal anti-reflux device, sequela"
80259	T85.598D	"Other mechanical complication of other gastrointestinal prosthetic devices, implants and grafts, subsequent encounter"
80260	T85.598S	"Other mechanical complication of other gastrointestinal prosthetic devices, implants and grafts, sequela"
80265	T85.610D	"Breakdown (mechanical) of epidural and subdural infusion catheter, subsequent encounter"
80266	T85.610S	"Breakdown (mechanical) of epidural and subdural infusion catheter, sequela"
80269	T85.611D	"Breakdown (mechanical) of intraperitoneal dialysis catheter, subsequent encounter"
80270	T85.611S	"Breakdown (mechanical) of intraperitoneal dialysis catheter, sequela"
80273	T85.612D	"Breakdown (mechanical) of permanent sutures, subsequent encounter"
80274	T85.612S	"Breakdown (mechanical) of permanent sutures, sequela"
80277	T85.613D	"Breakdown (mechanical) of artificial skin graft and decellularized allodermis, subsequent encounter"
80278	T85.613S	"Breakdown (mechanical) of artificial skin graft and decellularized allodermis, sequela"
80281	T85.614D	"Breakdown (mechanical) of insulin pump, subsequent encounter"
80282	T85.614S	"Breakdown (mechanical) of insulin pump, sequela"
80285	T85.618D	"Breakdown (mechanical) of other specified internal prosthetic devices, implants and grafts, subsequent encounter"
80286	T85.618S	"Breakdown (mechanical) of other specified internal prosthetic devices, implants and grafts, sequela"
80290	T85.620D	"Displacement of epidural and subdural infusion catheter, subsequent encounter"
80291	T85.620S	"Displacement of epidural and subdural infusion catheter, sequela"
80294	T85.621D	"Displacement of intraperitoneal dialysis catheter, subsequent encounter"
80295	T85.621S	"Displacement of intraperitoneal dialysis catheter, sequela"
80298	T85.622D	"Displacement of permanent sutures, subsequent encounter"
80299	T85.622S	"Displacement of permanent sutures, sequela"
80302	T85.623D	"Displacement of artificial skin graft and decellularized allodermis, subsequent encounter"
80303	T85.623S	"Displacement of artificial skin graft and decellularized allodermis, sequela"
80306	T85.624D	"Displacement of insulin pump, subsequent encounter"
80307	T85.624S	"Displacement of insulin pump, sequela"
80310	T85.628D	"Displacement of other specified internal prosthetic devices, implants and grafts, subsequent encounter"
80311	T85.628S	"Displacement of other specified internal prosthetic devices, implants and grafts, sequela"
80315	T85.630D	"Leakage of epidural and subdural infusion catheter, subsequent encounter"
80316	T85.630S	"Leakage of epidural and subdural infusion catheter, sequela"
80319	T85.631D	"Leakage of intraperitoneal dialysis catheter, subsequent encounter"
80320	T85.631S	"Leakage of intraperitoneal dialysis catheter, sequela"
80323	T85.633D	"Leakage of insulin pump, subsequent encounter"
80324	T85.633S	"Leakage of insulin pump, sequela"
80327	T85.638D	"Leakage of other specified internal prosthetic devices, implants and grafts, subsequent encounter"
80328	T85.638S	"Leakage of other specified internal prosthetic devices, implants and grafts, sequela"
80332	T85.690D	"Other mechanical complication of epidural and subdural infusion catheter, subsequent encounter"
80333	T85.690S	"Other mechanical complication of epidural and subdural infusion catheter, sequela"
80336	T85.691D	"Other mechanical complication of intraperitoneal dialysis catheter, subsequent encounter"
80337	T85.691S	"Other mechanical complication of intraperitoneal dialysis catheter, sequela"
80340	T85.692D	"Other mechanical complication of permanent sutures, subsequent encounter"
80341	T85.692S	"Other mechanical complication of permanent sutures, sequela"
80344	T85.693D	"Other mechanical complication of artificial skin graft and decellularized allodermis, subsequent encounter"
80345	T85.693S	"Other mechanical complication of artificial skin graft and decellularized allodermis, sequela"
80348	T85.694D	"Other mechanical complication of insulin pump, subsequent encounter"
80349	T85.694S	"Other mechanical complication of insulin pump, sequela"
80352	T85.698D	"Other mechanical complication of other specified internal prosthetic devices, implants and grafts, subsequent encounter"
80353	T85.698S	"Other mechanical complication of other specified internal prosthetic devices, implants and grafts, sequela"
80357	T85.71XD	"Infection and inflammatory reaction due to peritoneal dialysis catheter, subsequent encounter"
80358	T85.71XS	"Infection and inflammatory reaction due to peritoneal dialysis catheter, sequela"
80361	T85.72XD	"Infection and inflammatory reaction due to insulin pump, subsequent encounter"
80362	T85.72XS	"Infection and inflammatory reaction due to insulin pump, sequela"
80365	T85.79XD	"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts, subsequent encounter"
80366	T85.79XS	"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts, sequela"
80370	T85.81XD	"Embolism due to internal prosthetic devices, implants and grafts, not elsewhere classified, subsequent encounter"
80371	T85.81XS	"Embolism due to internal prosthetic devices, implants and grafts, not elsewhere classified, sequela"
80374	T85.82XD	"Fibrosis due to internal prosthetic devices, implants and grafts, not elsewhere classified, subsequent encounter"
80375	T85.82XS	"Fibrosis due to internal prosthetic devices, implants and grafts, not elsewhere classified, sequela"
80378	T85.83XD	"Hemorrhage due to internal prosthetic devices, implants and grafts, not elsewhere classified, subsequent encounter"
80379	T85.83XS	"Hemorrhage due to internal prosthetic devices, implants and grafts, not elsewhere classified, sequela"
80382	T85.84XD	"Pain due to internal prosthetic devices, implants and grafts, not elsewhere classified, subsequent encounter"
80383	T85.84XS	"Pain due to internal prosthetic devices, implants and grafts, not elsewhere classified, sequela"
80386	T85.85XD	"Stenosis due to internal prosthetic devices, implants and grafts, not elsewhere classified, subsequent encounter"
80387	T85.85XS	"Stenosis due to internal prosthetic devices, implants and grafts, not elsewhere classified, sequela"
80390	T85.86XD	"Thrombosis due to internal prosthetic devices, implants and grafts, not elsewhere classified, subsequent encounter"
